0 | function | palavra-reservada
7546 | list | tipo-de-dado

7547 | = | operador

7548 | memory | string

7549 | = | operador

7550 | return | palavra-reservada

7551 | this | palavra-reservada

7552 | disabled | string

7553 | function | palavra-reservada

7554 | return | palavra-reservada

7555 | list | tipo-de-dado

7556 | lock | string

7557 | function | palavra-reservada

7558 | locked | string

7559 | = | operador

7560 | queue | string

7561 | = | operador

7562 | if | palavra-reservada

7563 | memory | string

7564 | && | comparador

7565 | firing | string

7566 | list | tipo-de-dado

7567 | = | operador

7568 | memory | string

7569 | = | operador

7570 | return | palavra-reservada

7571 | this | palavra-reservada

7572 | locked | string

7573 | function | palavra-reservada

7574 | return | palavra-reservada

7575 | locked | string

7576 | fireWith | funcao

7577 | function | palavra-reservada

7578 | context | string

7579 | args | string

7580 | if | palavra-reservada

7581 | locked | string

7582 | args | string

7583 | = | operador

7584 | args | string

7585 | || | comparador

7586 | args | string

7587 | = | operador

7588 | context | string

7589 | args | string

7590 | slice | string

7591 | args | string

7592 | slice | string

7593 | args | string

7594 | queue | string

7595 | push | string

7596 | args | string

7597 | if | palavra-reservada

7598 | firing | string

7599 | fire | string

7600 | return | palavra-reservada

7601 | this | palavra-reservada

7602 | fire | string

7603 | function | palavra-reservada

7604 | self | string

7605 | fireWith | funcao

7606 | this | palavra-reservada

7607 | arguments | palavra-reservada

7608 | return | palavra-reservada

7609 | this | palavra-reservada

7610 | fired | string

7611 | function | palavra-reservada

7612 | return | palavra-reservada

7613 | fired | string

7614 | return | palavra-reservada

7615 | self | string

7616 | function | palavra-reservada

7617 | Identity | string

7618 | v | char

7619 | return | palavra-reservada

7620 | v | char

7621 | function | palavra-reservada

7622 | Thrower | string

7623 | ex | string

7624 | throw | palavra-reservada

7625 | ex | string

7626 | function | palavra-reservada

7627 | adoptValue | funcao

7628 | value | string

7629 | resolve | string

7630 | reject | string

7631 | noValue | funcao

7632 | var | palavra-reservada

7633 | method | string

7634 | try | palavra-reservada

7635 | if | palavra-reservada

7636 | value | string

7637 | && | comparador

7638 | isFunction | funcao

7639 | method | string

7640 | = | operador

7641 | value | string

7642 | promise | string

7643 | method | string

7644 | call | string

7645 | value | string

7646 | done | string

7647 | resolve | string

7648 | fail | string

7649 | reject | string

7650 | else | palavra-reservada

7651 | if | palavra-reservada

7652 | value | string

7653 | && | comparador

7654 | isFunction | funcao

7655 | method | string

7656 | = | operador

7657 | value | string

7658 | then | string

7659 | method | string

7660 | call | string

7661 | value | string

7662 | resolve | string

7663 | reject | string

7664 | else | palavra-reservada

7665 | resolve | string

7666 | apply | string

7667 | undefined | tipo-de-dado

7668 | value | string

7669 | slice | string

7670 | noValue | funcao

7671 | catch | palavra-reservada

7672 | value | string

7673 | reject | string

7674 | apply | string

7675 | undefined | tipo-de-dado

7676 | value | string

7677 | jQuery | variavel

7678 | extend | string

7679 | Deferred | string

7680 | function | palavra-reservada

7681 | func | string

7682 | var | palavra-reservada

7683 | tuples | string

7684 | = | operador

7685 | notify | string

7686 | progress | string

7687 | jQuery | variavel

7688 | Callbacks | string

7689 | memory | string

7690 | jQuery | variavel

7691 | Callbacks | string

7692 | memory | string

7693 | 2 | inteiro

7694 | resolve | string

7695 | done | string

7696 | jQuery | variavel

7697 | Callbacks | string

7698 | once | string

7699 | memory | string

7700 | jQuery | variavel

7701 | Callbacks | string

7702 | once | string

7703 | memory | string

7704 | 0 | inteiro

7705 | resolved | string

7706 | reject | string

7707 | fail | string

7708 | jQuery | variavel

7709 | Callbacks | string

7710 | once | string

7711 | memory | string

7712 | jQuery | variavel

7713 | Callbacks | string

7714 | once | string

7715 | memory | string

7716 | 1 | inteiro

7717 | rejected | string

7718 | state | string

7719 | = | operador

7720 | pending | string

7721 | promise | string

7722 | = | operador

7723 | state | string

7724 | function | palavra-reservada

7725 | return | palavra-reservada

7726 | state | string

7727 | always | string

7728 | function | palavra-reservada

7729 | deferred | string

7730 | done | string

7731 | arguments | palavra-reservada

7732 | fail | string

7733 | arguments | palavra-reservada

7734 | return | palavra-reservada

7735 | this | palavra-reservada

7736 | catch | palavra-reservada

7737 | function | palavra-reservada

7738 | fn | string

7739 | return | palavra-reservada

7740 | promise | string

7741 | then | string

7742 | null | palavra-reservada

7743 | fn | string

7744 | pipe | string

7745 | function | palavra-reservada

7746 | var | palavra-reservada

7747 | fns | string

7748 | = | operador

7749 | arguments | palavra-reservada

7750 | return | palavra-reservada

7751 | jQuery | variavel

7752 | Deferred | string

7753 | function | palavra-reservada

7754 | newDefer | funcao

7755 | jQuery | variavel

7756 | each | string

7757 | tuples | string

7758 | function | palavra-reservada

7759 | _i | string

7760 | tuple | string

7761 | var | palavra-reservada

7762 | fn | string

7763 | = | operador

7764 | isFunction | funcao

7765 | fns | string

7766 | tuple | string

7767 | 4 | inteiro

7768 | && | comparador

7769 | fns | string

7770 | tuple | string

7771 | 4 | inteiro

7772 | deferred | string

7773 | tuple | string

7774 | 1 | inteiro

7775 | function | palavra-reservada

7776 | var | palavra-reservada

7777 | returned | string

7778 | = | operador

7779 | fn | string

7780 | && | comparador

7781 | fn | string

7782 | apply | string

7783 | this | palavra-reservada

7784 | arguments | palavra-reservada

7785 | if | palavra-reservada

7786 | returned | string

7787 | && | comparador

7788 | isFunction | funcao

7789 | returned | string

7790 | promise | string

7791 | returned | string

7792 | promise | string

7793 | progress | string

7794 | newDefer | funcao

7795 | notify | string

7796 | done | string

7797 | newDefer | funcao

7798 | resolve | string

7799 | fail | string

7800 | newDefer | funcao

7801 | reject | string

7802 | else | palavra-reservada

7803 | newDefer | funcao

7804 | tuple | string

7805 | 0 | inteiro

7806 | With | string

7807 | this | palavra-reservada

7808 | fn | string

7809 | returned | string

7810 | arguments | palavra-reservada

7811 | fns | string

7812 | = | operador

7813 | null | palavra-reservada

7814 | promise | string

7815 | then | string

7816 | function | palavra-reservada

7817 | onFulfilled | funcao

7818 | onRejected | funcao

7819 | onProgress | funcao

7820 | var | palavra-reservada

7821 | maxDepth | funcao

7822 | = | operador

7823 | 0 | inteiro

7824 | function | palavra-reservada

7825 | resolve | string

7826 | depth | string

7827 | deferred | string

7828 | handler | string

7829 | special | string

7830 | return | palavra-reservada

7831 | function | palavra-reservada

7832 | var | palavra-reservada

7833 | that | string

7834 | = | operador

7835 | this | palavra-reservada

7836 | args | string

7837 | = | operador

7838 | arguments | palavra-reservada

7839 | mightThrow | funcao

7840 | = | operador

7841 | function | palavra-reservada

7842 | var | palavra-reservada

7843 | returned | string

7844 | then | string

7845 | if | palavra-reservada

7846 | depth | string

7847 | < | comparador

7848 | maxDepth | funcao

7849 | return | palavra-reservada

7850 | returned | string

7851 | = | operador

7852 | handler | string

7853 | apply | string

7854 | that | string

7855 | args | string

7856 | if | palavra-reservada

7857 | returned | string

7858 | === | comparador

7859 | deferred | string

7860 | promise | string

7861 | throw | palavra-reservada

7862 | new | palavra-reservada

7863 | TypeError | string

7864 | Thenable | string

7865 | self | string

7866 | resolution | string

7867 | then | string

7868 | = | operador

7869 | returned | string

7870 | && | comparador

7871 | typeof | palavra-reservada

7872 | returned | string

7873 | === | comparador

7874 | object | string

7875 | || | comparador

7876 | typeof | palavra-reservada

7877 | returned | string

7878 | === | comparador

7879 | function | palavra-reservada

7880 | && | comparador

7881 | returned | string

7882 | then | string

7883 | if | palavra-reservada

7884 | isFunction | funcao

7885 | then | string

7886 | if | palavra-reservada

7887 | special | string

7888 | then | string

7889 | call | string

7890 | returned | string

7891 | resolve | string

7892 | maxDepth | funcao

7893 | deferred | string

7894 | Identity | string

7895 | special | string

7896 | resolve | string

7897 | maxDepth | funcao

7898 | deferred | string

7899 | Thrower | string

7900 | special | string

7901 | else | palavra-reservada

7902 | maxDepth | funcao

7903 | then | string

7904 | call | string

7905 | returned | string

7906 | resolve | string

7907 | maxDepth | funcao

7908 | deferred | string

7909 | Identity | string

7910 | special | string

7911 | resolve | string

7912 | maxDepth | funcao

7913 | deferred | string

7914 | Thrower | string

7915 | special | string

7916 | resolve | string

7917 | maxDepth | funcao

7918 | deferred | string

7919 | Identity | string

7920 | deferred | string

7921 | notifyWith | funcao

7922 | else | palavra-reservada

7923 | if | palavra-reservada

7924 | handler | string

7925 | == | comparador

7926 | Identity | string

7927 | that | string

7928 | = | operador

7929 | undefined | tipo-de-dado

7930 | args | string

7931 | = | operador

7932 | returned | string

7933 | special | string

7934 | || | comparador

7935 | deferred | string

7936 | resolveWith | funcao

7937 | that | string

7938 | args | string

7939 | process | string

7940 | = | operador

7941 | special | string

7942 | mightThrow | funcao

7943 | function | palavra-reservada

7944 | try | palavra-reservada

7945 | mightThrow | funcao

7946 | catch | palavra-reservada

7947 | e | char

7948 | if | palavra-reservada

7949 | jQuery | variavel

7950 | Deferred | string

7951 | exceptionHook | funcao

7952 | jQuery | variavel

7953 | Deferred | string

7954 | exceptionHook | funcao

7955 | e | char

7956 | process | string

7957 | stackTrace | funcao

7958 | if | palavra-reservada

7959 | depth | string

7960 | 1 | inteiro

7961 | >= | string

7962 | maxDepth | funcao

7963 | if | palavra-reservada

7964 | handler | string

7965 | == | comparador

7966 | Thrower | string

7967 | that | string

7968 | = | operador

7969 | undefined | tipo-de-dado

7970 | args | string

7971 | = | operador

7972 | e | char

7973 | deferred | string

7974 | rejectWith | funcao

7975 | that | string

7976 | args | string

7977 | if | palavra-reservada

7978 | depth | string

7979 | process | string

7980 | else | palavra-reservada

7981 | if | palavra-reservada

7982 | jQuery | variavel

7983 | Deferred | string

7984 | getStackHook | string

7985 | process | string

7986 | stackTrace | funcao

7987 | = | operador

7988 | jQuery | variavel

7989 | Deferred | string

7990 | getStackHook | string

7991 | window | palavra-reservada

7992 | setTimeout | funcao

7993 | process | string

7994 | return | palavra-reservada

7995 | jQuery | variavel

7996 | Deferred | string

7997 | function | palavra-reservada

7998 | newDefer | funcao

7999 | tuples | string

8000 | 0 | inteiro

8001 | 3 | inteiro

8002 | add | string

8003 | resolve | string

8004 | 0 | inteiro

8005 | newDefer | funcao

8006 | isFunction | funcao

8007 | onProgress | funcao

8008 | onProgress | funcao

8009 | Identity | string

8010 | newDefer | funcao

8011 | notifyWith | funcao

8012 | tuples | string

8013 | 1 | inteiro

8014 | 3 | inteiro

8015 | add | string

8016 | resolve | string

8017 | 0 | inteiro

8018 | newDefer | funcao

8019 | isFunction | funcao

8020 | onFulfilled | funcao

8021 | onFulfilled | funcao

8022 | Identity | string

8023 | tuples | string

8024 | 2 | inteiro

8025 | 3 | inteiro

8026 | add | string

8027 | resolve | string

8028 | 0 | inteiro

8029 | newDefer | funcao

8030 | isFunction | funcao

8031 | onRejected | funcao

8032 | onRejected | funcao

8033 | Thrower | string

8034 | promise | string

8035 | promise | string

8036 | function | palavra-reservada

8037 | obj | string

8038 | return | palavra-reservada

8039 | obj | string

8040 | = | operador

8041 | null | palavra-reservada

8042 | jQuery | variavel

8043 | extend | string

8044 | obj | string

8045 | promise | string

8046 | promise | string

8047 | deferred | string

8048 | = | operador

8049 | jQuery | variavel

8050 | each | string

8051 | tuples | string

8052 | function | palavra-reservada

8053 | i | char

8054 | tuple | string

8055 | var | palavra-reservada

8056 | list | tipo-de-dado

8057 | = | operador

8058 | tuple | string

8059 | 2 | inteiro

8060 | stateString | funcao

8061 | = | operador

8062 | tuple | string

8063 | 5 | inteiro

8064 | promise | string

8065 | tuple | string

8066 | 1 | inteiro

8067 | = | operador

8068 | list | tipo-de-dado

8069 | add | string

8070 | if | palavra-reservada

8071 | stateString | funcao

8072 | list | tipo-de-dado

8073 | add | string

8074 | function | palavra-reservada

8075 | state | string

8076 | = | operador

8077 | stateString | funcao

8078 | tuples | string

8079 | 3 | inteiro

8080 | i | char

8081 | 2 | inteiro

8082 | disable | string

8083 | tuples | string

8084 | 3 | inteiro

8085 | i | char

8086 | 3 | inteiro

8087 | disable | string

8088 | tuples | string

8089 | 0 | inteiro

8090 | 2 | inteiro

8091 | lock | string

8092 | tuples | string

8093 | 0 | inteiro

8094 | 3 | inteiro

8095 | lock | string

8096 | list | tipo-de-dado

8097 | add | string

8098 | tuple | string

8099 | 3 | inteiro

8100 | fire | string

8101 | deferred | string

8102 | tuple | string

8103 | 0 | inteiro

8104 | = | operador

8105 | function | palavra-reservada

8106 | deferred | string

8107 | tuple | string

8108 | 0 | inteiro

8109 | With | string

8110 | this | palavra-reservada

8111 | === | comparador

8112 | deferred | string

8113 | undefined | tipo-de-dado

8114 | this | palavra-reservada
